trial,strategy,offset,returncode,signal,crashed,hijacked,backtrace_path
0,boundary,22,-11,11,True,False,backtraces/4a_trialboundary_0_offset22.txt
1,boundary,17,-11,11,True,False,backtraces/4a_trialboundary_1_offset17.txt
2,boundary,21,-7,7,False,False,
3,boundary,23,-11,11,True,False,backtraces/4a_trialboundary_3_offset23.txt
4,boundary,33,-11,11,True,False,backtraces/4a_trialboundary_4_offset33.txt
5,boundary,23,-11,11,True,False,backtraces/4a_trialboundary_5_offset23.txt
6,boundary,20,-7,7,False,False,
7,boundary,24,-11,11,True,True,backtraces/4a_trialboundary_7_offset24.txt
8,boundary,21,-7,7,False,False,
9,boundary,20,-7,7,False,False,
10,boundary,20,-7,7,False,False,
11,boundary,22,-11,11,True,False,backtraces/4a_trialboundary_11_offset22.txt
12,boundary,23,-11,11,True,False,backtraces/4a_trialboundary_12_offset23.txt
13,boundary,23,-11,11,True,False,backtraces/4a_trialboundary_13_offset23.txt
14,boundary,20,-7,7,False,False,
15,boundary,37,-11,11,True,False,backtraces/4a_trialboundary_15_offset37.txt
16,boundary,27,-11,11,True,False,backtraces/4a_trialboundary_16_offset27.txt
17,boundary,21,-7,7,False,False,
18,boundary,27,-11,11,True,False,backtraces/4a_trialboundary_18_offset27.txt
19,boundary,21,-7,7,False,False,
20,boundary,32,-11,11,True,False,backtraces/4a_trialboundary_20_offset32.txt
21,boundary,21,-7,7,False,False,
22,boundary,21,-7,7,False,False,
23,boundary,26,-11,11,True,False,backtraces/4a_trialboundary_23_offset26.txt
24,boundary,34,-11,11,True,False,backtraces/4a_trialboundary_24_offset34.txt
25,boundary,25,-11,11,True,False,backtraces/4a_trialboundary_25_offset25.txt
26,boundary,33,-11,11,True,False,backtraces/4a_trialboundary_26_offset33.txt
27,boundary,26,-11,11,True,False,backtraces/4a_trialboundary_27_offset26.txt
28,boundary,30,-11,11,True,False,backtraces/4a_trialboundary_28_offset30.txt
29,boundary,22,-11,11,True,False,backtraces/4a_trialboundary_29_offset22.txt
30,boundary,29,-11,11,True,False,backtraces/4a_trialboundary_30_offset29.txt
31,boundary,33,-11,11,True,False,backtraces/4a_trialboundary_31_offset33.txt
32,boundary,32,-11,11,True,False,backtraces/4a_trialboundary_32_offset32.txt
33,boundary,23,-11,11,True,False,backtraces/4a_trialboundary_33_offset23.txt
34,boundary,19,-11,11,True,False,backtraces/4a_trialboundary_34_offset19.txt
35,boundary,24,-11,11,True,True,backtraces/4a_trialboundary_35_offset24.txt
36,boundary,22,-11,11,True,False,backtraces/4a_trialboundary_36_offset22.txt
37,boundary,27,-11,11,True,False,backtraces/4a_trialboundary_37_offset27.txt
38,boundary,22,-11,11,True,False,backtraces/4a_trialboundary_38_offset22.txt
39,boundary,19,-11,11,True,False,backtraces/4a_trialboundary_39_offset19.txt
40,boundary,25,-11,11,True,False,backtraces/4a_trialboundary_40_offset25.txt
41,boundary,26,-11,11,True,False,backtraces/4a_trialboundary_41_offset26.txt
42,boundary,22,-11,11,True,False,backtraces/4a_trialboundary_42_offset22.txt
43,boundary,20,-7,7,False,False,
44,boundary,20,-7,7,False,False,
45,boundary,24,-11,11,True,True,backtraces/4a_trialboundary_45_offset24.txt
46,boundary,31,-11,11,True,False,backtraces/4a_trialboundary_46_offset31.txt
47,boundary,16,-11,11,True,False,backtraces/4a_trialboundary_47_offset16.txt
48,boundary,27,-11,11,True,False,backtraces/4a_trialboundary_48_offset27.txt
49,boundary,24,-11,11,True,True,backtraces/4a_trialboundary_49_offset24.txt
50,boundary,17,-11,11,True,False,backtraces/4a_trialboundary_50_offset17.txt
51,boundary,37,-11,11,True,False,backtraces/4a_trialboundary_51_offset37.txt
52,boundary,25,-11,11,True,False,backtraces/4a_trialboundary_52_offset25.txt
53,boundary,20,-7,7,False,False,
54,boundary,26,-11,11,True,False,backtraces/4a_trialboundary_54_offset26.txt
55,boundary,31,-11,11,True,False,backtraces/4a_trialboundary_55_offset31.txt
56,boundary,30,-11,11,True,False,backtraces/4a_trialboundary_56_offset30.txt
57,boundary,14,-11,11,True,False,backtraces/4a_trialboundary_57_offset14.txt
58,boundary,18,-11,11,True,False,backtraces/4a_trialboundary_58_offset18.txt
59,boundary,33,-11,11,True,False,backtraces/4a_trialboundary_59_offset33.txt
60,boundary,22,-11,11,True,False,backtraces/4a_trialboundary_60_offset22.txt
61,boundary,19,-11,11,True,False,backtraces/4a_trialboundary_61_offset19.txt
62,boundary,28,-11,11,True,False,backtraces/4a_trialboundary_62_offset28.txt
63,boundary,24,-11,11,True,True,backtraces/4a_trialboundary_63_offset24.txt
64,boundary,24,-11,11,True,True,backtraces/4a_trialboundary_64_offset24.txt
65,boundary,22,-11,11,True,False,backtraces/4a_trialboundary_65_offset22.txt
66,boundary,29,-11,11,True,False,backtraces/4a_trialboundary_66_offset29.txt
67,boundary,34,-11,11,True,False,backtraces/4a_trialboundary_67_offset34.txt
68,boundary,26,-11,11,True,False,backtraces/4a_trialboundary_68_offset26.txt
69,boundary,32,-11,11,True,False,backtraces/4a_trialboundary_69_offset32.txt
70,boundary,16,-11,11,True,False,backtraces/4a_trialboundary_70_offset16.txt
71,boundary,18,-11,11,True,False,backtraces/4a_trialboundary_71_offset18.txt
72,boundary,21,-7,7,False,False,
73,boundary,27,-11,11,True,False,backtraces/4a_trialboundary_73_offset27.txt
74,boundary,21,-7,7,False,False,
75,boundary,34,-11,11,True,False,backtraces/4a_trialboundary_75_offset34.txt
76,boundary,14,-11,11,True,False,backtraces/4a_trialboundary_76_offset14.txt
77,boundary,16,-11,11,True,False,backtraces/4a_trialboundary_77_offset16.txt
78,boundary,26,-11,11,True,False,backtraces/4a_trialboundary_78_offset26.txt
79,boundary,22,-11,11,True,False,backtraces/4a_trialboundary_79_offset22.txt
80,boundary,22,-11,11,True,False,backtraces/4a_trialboundary_80_offset22.txt
81,boundary,23,-11,11,True,False,backtraces/4a_trialboundary_81_offset23.txt
82,boundary,26,-11,11,True,False,backtraces/4a_trialboundary_82_offset26.txt
83,boundary,24,-11,11,True,True,backtraces/4a_trialboundary_83_offset24.txt
84,boundary,30,-11,11,True,False,backtraces/4a_trialboundary_84_offset30.txt
85,boundary,17,-11,11,True,False,backtraces/4a_trialboundary_85_offset17.txt
86,boundary,26,-11,11,True,False,backtraces/4a_trialboundary_86_offset26.txt
87,boundary,20,-7,7,False,False,
88,boundary,17,-11,11,True,False,backtraces/4a_trialboundary_88_offset17.txt
89,boundary,18,-11,11,True,False,backtraces/4a_trialboundary_89_offset18.txt
90,boundary,19,-11,11,True,False,backtraces/4a_trialboundary_90_offset19.txt
91,boundary,29,-11,11,True,False,backtraces/4a_trialboundary_91_offset29.txt
92,boundary,24,-11,11,True,True,backtraces/4a_trialboundary_92_offset24.txt
93,boundary,26,-11,11,True,False,backtraces/4a_trialboundary_93_offset26.txt
94,boundary,23,-11,11,True,False,backtraces/4a_trialboundary_94_offset23.txt
95,boundary,34,-11,11,True,False,backtraces/4a_trialboundary_95_offset34.txt
96,boundary,14,-11,11,True,False,backtraces/4a_trialboundary_96_offset14.txt
97,boundary,20,-7,7,False,False,
98,boundary,20,-7,7,False,False,
99,boundary,25,-11,11,True,False,backtraces/4a_trialboundary_99_offset25.txt
100,boundary,26,-11,11,True,False,backtraces/4a_trialboundary_100_offset26.txt
101,boundary,15,-11,11,True,False,backtraces/4a_trialboundary_101_offset15.txt
102,boundary,31,-11,11,True,False,backtraces/4a_trialboundary_102_offset31.txt
103,boundary,25,-11,11,True,False,backtraces/4a_trialboundary_103_offset25.txt
104,boundary,26,-11,11,True,False,backtraces/4a_trialboundary_104_offset26.txt
105,boundary,25,-11,11,True,False,backtraces/4a_trialboundary_105_offset25.txt
106,boundary,25,-11,11,True,False,backtraces/4a_trialboundary_106_offset25.txt
107,boundary,23,-11,11,True,False,backtraces/4a_trialboundary_107_offset23.txt
108,boundary,25,-11,11,True,False,backtraces/4a_trialboundary_108_offset25.txt
109,boundary,39,-11,11,True,False,backtraces/4a_trialboundary_109_offset39.txt
110,boundary,22,-11,11,True,False,backtraces/4a_trialboundary_110_offset22.txt
111,boundary,25,-11,11,True,False,backtraces/4a_trialboundary_111_offset25.txt
112,boundary,26,-11,11,True,False,backtraces/4a_trialboundary_112_offset26.txt
113,boundary,27,-11,11,True,False,backtraces/4a_trialboundary_113_offset27.txt
114,boundary,24,-4,4,False,True,
115,boundary,22,-11,11,True,False,backtraces/4a_trialboundary_115_offset22.txt
116,boundary,28,-11,11,True,False,backtraces/4a_trialboundary_116_offset28.txt
117,boundary,21,-7,7,False,False,
118,boundary,35,-11,11,True,False,backtraces/4a_trialboundary_118_offset35.txt
119,boundary,22,-11,11,True,False,backtraces/4a_trialboundary_119_offset22.txt
120,boundary,23,-11,11,True,False,backtraces/4a_trialboundary_120_offset23.txt
121,boundary,28,-11,11,True,False,backtraces/4a_trialboundary_121_offset28.txt
122,boundary,22,-11,11,True,False,backtraces/4a_trialboundary_122_offset22.txt
123,boundary,24,-11,11,True,True,backtraces/4a_trialboundary_123_offset24.txt
124,boundary,23,-11,11,True,False,backtraces/4a_trialboundary_124_offset23.txt
125,boundary,23,-11,11,True,False,backtraces/4a_trialboundary_125_offset23.txt
126,boundary,38,-11,11,True,False,backtraces/4a_trialboundary_126_offset38.txt
127,boundary,25,-11,11,True,False,backtraces/4a_trialboundary_127_offset25.txt
128,boundary,22,-11,11,True,False,backtraces/4a_trialboundary_128_offset22.txt
129,boundary,30,-11,11,True,False,backtraces/4a_trialboundary_129_offset30.txt
130,boundary,20,-7,7,False,False,
131,boundary,25,-11,11,True,False,backtraces/4a_trialboundary_131_offset25.txt
132,boundary,34,-11,11,True,False,backtraces/4a_trialboundary_132_offset34.txt
133,boundary,28,-11,11,True,False,backtraces/4a_trialboundary_133_offset28.txt
134,boundary,37,-11,11,True,False,backtraces/4a_trialboundary_134_offset37.txt
135,boundary,22,-11,11,True,False,backtraces/4a_trialboundary_135_offset22.txt
136,boundary,27,-11,11,True,False,backtraces/4a_trialboundary_136_offset27.txt
137,boundary,26,-11,11,True,False,backtraces/4a_trialboundary_137_offset26.txt
138,boundary,14,-11,11,True,False,backtraces/4a_trialboundary_138_offset14.txt
139,boundary,15,-11,11,True,False,backtraces/4a_trialboundary_139_offset15.txt
140,boundary,17,-11,11,True,False,backtraces/4a_trialboundary_140_offset17.txt
141,boundary,22,-11,11,True,False,backtraces/4a_trialboundary_141_offset22.txt
142,boundary,22,-11,11,True,False,backtraces/4a_trialboundary_142_offset22.txt
143,boundary,21,-7,7,False,False,
144,boundary,20,-7,7,False,False,
145,boundary,23,-11,11,True,False,backtraces/4a_trialboundary_145_offset23.txt
146,boundary,24,-11,11,True,True,backtraces/4a_trialboundary_146_offset24.txt
147,boundary,26,-11,11,True,False,backtraces/4a_trialboundary_147_offset26.txt
148,boundary,21,-7,7,False,False,
149,boundary,38,-11,11,True,False,backtraces/4a_trialboundary_149_offset38.txt
